model,n_pairs,separation_auc,separation_p,discrimination_p,discrimination_rank_biserial,type_gap_z,type_gap_p,mrr_forward,mrr_backward,recall_at_1_forward,recall_at_5_forward,recall_at_10_forward,recall_at_1_backward,recall_at_5_backward,recall_at_10_backward,n_pairs_Antithetic,separation_auc_Antithetic,separation_p_Antithetic,discrimination_p_Antithetic,discrimination_rank_biserial_Antithetic,mrr_forward_Antithetic,mrr_backward_Antithetic,recall_at_1_forward_Antithetic,recall_at_5_forward_Antithetic,recall_at_1_backward_Antithetic,recall_at_5_backward_Antithetic,n_pairs_Emblematic,separation_auc_Emblematic,separation_p_Emblematic,discrimination_p_Emblematic,discrimination_rank_biserial_Emblematic,mrr_forward_Emblematic,mrr_backward_Emblematic,recall_at_1_forward_Emblematic,recall_at_5_forward_Emblematic,recall_at_1_backward_Emblematic,recall_at_5_backward_Emblematic,n_pairs_Staircase,separation_auc_Staircase,separation_p_Staircase,discrimination_p_Staircase,discrimination_rank_biserial_Staircase,mrr_forward_Staircase,mrr_backward_Staircase,recall_at_1_forward_Staircase,recall_at_5_forward_Staircase,recall_at_1_backward_Staircase,recall_at_5_backward_Staircase,n_pairs_Synonymous,separation_auc_Synonymous,separation_p_Synonymous,discrimination_p_Synonymous,discrimination_rank_biserial_Synonymous,mrr_forward_Synonymous,mrr_backward_Synonymous,recall_at_1_forward_Synonymous,recall_at_5_forward_Synonymous,recall_at_1_backward_Synonymous,recall_at_5_backward_Synonymous,n_pairs_Synthetic,separation_auc_Synthetic,separation_p_Synthetic,discrimination_p_Synthetic,discrimination_rank_biserial_Synthetic,mrr_forward_Synthetic,mrr_backward_Synthetic,recall_at_1_forward_Synthetic,recall_at_5_forward_Synthetic,recall_at_1_backward_Synthetic,recall_at_5_backward_Synthetic
phrase_full_signature_inventory_psalm,1110,0.9946573815303862,0.0,1.8790541985051479e-183,1.0,31.366597850774546,0.0004997501249375312,0.21372502979924954,0.21372502979924954,0.008108108108108109,0.4648648648648649,0.7981981981981981,0.008108108108108109,0.4648648648648649,0.7981981981981981,48,0.9949830459122332,8.064670054839804e-33,7.978677075755528e-10,1.0,0.19323141198141194,0.19323141198141194,0.0,0.3541666666666667,0.0,0.3541666666666667,26,0.9964825179675704,9.295636099106437e-19,4.093720148226269e-06,1.0,0.3007757874154635,0.3007757874154635,0.11538461538461539,0.5384615384615384,0.11538461538461539,0.5384615384615384,27,0.997595431319507,1.7371018701061232e-19,2.740475255438314e-06,1.0,0.31216931216931215,0.31216931216931215,0.0,0.9259259259259259,0.0,0.9259259259259259,495,0.994200196167024,0.0,4.053620686232121e-83,1.0,0.20047273705600002,0.20047273705600002,0.00404040404040404,0.42424242424242425,0.00404040404040404,0.42424242424242425,514,0.994875052869798,0.0,3.22038009647825e-86,1.0,0.21882670925674264,0.21882670925674264,0.007782101167315175,0.48638132295719844,0.007782101167315175,0.48638132295719844
clause_typ_1_2_3gram_psalm,1110,0.9946312090854289,0.0,1.8790541985051479e-183,1.0,114.76404867568753,0.0004997501249375312,0.21372502979924954,0.21372502979924954,0.008108108108108109,0.4648648648648649,0.7981981981981981,0.008108108108108109,0.4648648648648649,0.7981981981981981,48,0.9939402442766256,1.0873230337082509e-32,7.978677075755528e-10,1.0,0.19323141198141194,0.19323141198141194,0.0,0.3541666666666667,0.0,0.3541666666666667,26,0.9960683434620453,9.918771178095817e-19,4.093720148226269e-06,1.0,0.3007757874154635,0.3007757874154635,0.11538461538461539,0.5384615384615384,0.11538461538461539,0.5384615384615384,27,0.997830445748156,1.6717892837851654e-19,2.740475255438314e-06,1.0,0.31216931216931215,0.31216931216931215,0.0,0.9259259259259259,0.0,0.9259259259259259,495,0.994427384482307,0.0,4.053620686232121e-83,1.0,0.20047273705600002,0.20047273705600002,0.00404040404040404,0.42424242424242425,0.00404040404040404,0.42424242424242425,514,0.9946113062820084,0.0,3.22038009647825e-86,1.0,0.21882670925674264,0.21882670925674264,0.007782101167315175,0.48638132295719844,0.007782101167315175,0.48638132295719844
clause_tab_transition_psalm,1110,0.9945696209210941,0.0,1.8790533403004285e-183,1.0,20.268374084131356,0.0004997501249375312,0.2131244291986489,0.2131244291986489,0.006306306306306306,0.4648648648648649,0.7981981981981981,0.006306306306306306,0.4648648648648649,0.7981981981981981,48,0.9943096962353472,9.781595378857165e-33,7.978677075755528e-10,1.0,0.19323141198141194,0.19323141198141194,0.0,0.3541666666666667,0.0,0.3541666666666667,26,0.9967532987231954,8.909233904017765e-19,4.093720148226269e-06,1.0,0.2879552745949507,0.2879552745949507,0.07692307692307693,0.5384615384615384,0.07692307692307693,0.5384615384615384,27,0.9975979051555981,1.7363508195178505e-19,2.740475255438314e-06,1.0,0.31216931216931215,0.31216931216931215,0.0,0.9259259259259259,0.0,0.9259259259259259,495,0.9940275430572449,0.0,4.053620686232121e-83,1.0,0.20047273705600002,0.20047273705600002,0.00404040404040404,0.42424242424242425,0.00404040404040404,0.42424242424242425,514,0.9948325399615535,0.0,3.22038009647825e-86,1.0,0.21817820082613304,0.21817820082613304,0.005836575875486381,0.48638132295719844,0.005836575875486381,0.48638132295719844
phrase_signature_posmean,1110,0.9945397526300702,0.0,1.8790541985051479e-183,1.0,63.660382475077235,0.0004997501249375312,0.21372502979924954,0.21372502979924954,0.008108108108108109,0.4648648648648649,0.7981981981981981,0.008108108108108109,0.4648648648648649,0.7981981981981981,48,0.9945345374962429,9.171401168479862e-33,7.978677075755528e-10,1.0,0.19323141198141194,0.19323141198141194,0.0,0.3541666666666667,0.0,0.3541666666666667,26,0.9961777228805737,9.750299027563015e-19,4.093720148226269e-06,1.0,0.3007757874154635,0.3007757874154635,0.11538461538461539,0.5384615384615384,0.11538461538461539,0.5384615384615384,27,0.9977908643706994,1.6826170787979e-19,2.740475255438314e-06,1.0,0.31216931216931215,0.31216931216931215,0.0,0.9259259259259259,0.0,0.9259259259259259,495,0.994316100499121,0.0,4.053620686232121e-83,1.0,0.20047273705600002,0.20047273705600002,0.00404040404040404,0.42424242424242425,0.00404040404040404,0.42424242424242425,514,0.9945156419993184,0.0,3.22038009647825e-86,1.0,0.21882670925674264,0.21882670925674264,0.007782101167315175,0.48638132295719844,0.007782101167315175,0.48638132295719844
phrase_signature_1_2_3gram_psalm,1110,0.9944640591411483,0.0,1.8791992407211944e-183,1.0,51.62038057777368,0.0004997501249375312,0.21382303989725965,0.21382153656242298,0.008108108108108109,0.4648648648648649,0.7963963963963964,0.008108108108108109,0.4648648648648649,0.7963963963963964,48,0.9945249489655346,9.196702057812216e-33,7.98063969499239e-10,1.0,0.1924835487335487,0.1940861128361128,0.0,0.3541666666666667,0.0,0.3541666666666667,26,0.9965005255547671,9.269450788290014e-19,4.104048547107975e-06,1.0,0.29912743576711187,0.30235369668568046,0.11538461538461539,0.5384615384615384,0.11538461538461539,0.5384615384615384,27,0.997918266929388,1.6480114536348242e-19,2.740475255438314e-06,1.0,0.31216931216931215,0.31216931216931215,0.0,0.9259259259259259,0.0,0.9259259259259259,495,0.9938099928891524,0.0,4.053620686232121e-83,1.0,0.20049197707524005,0.20051417709744007,0.00404040404040404,0.42424242424242425,0.00404040404040404,0.42424242424242425,514,0.9948300774484435,0.0,3.22038009647825e-86,1.0,0.21917305551748578,0.2188355777481014,0.007782101167315175,0.48638132295719844,0.007782101167315175,0.48638132295719844
phrase_signature_1_2gram_psalm,1110,0.9944083166343298,0.0,1.8790541985051479e-183,1.0,40.964422153749794,0.0004997501249375312,0.21372502979924954,0.21372502979924954,0.008108108108108109,0.4648648648648649,0.7981981981981981,0.008108108108108109,0.4648648648648649,0.7981981981981981,48,0.993942983856828,1.086477820014244e-32,7.978677075755528e-10,1.0,0.19323141198141194,0.19323141198141194,0.0,0.3541666666666667,0.0,0.3541666666666667,26,0.9967292886069331,8.942920765851982e-19,4.093720148226269e-06,1.0,0.3007757874154635,0.3007757874154635,0.11538461538461539,0.5384615384615384,0.11538461538461539,0.5384615384615384,27,0.9977389138127875,1.6969339729364597e-19,2.740475255438314e-06,1.0,0.31216931216931215,0.31216931216931215,0.0,0.9259259259259259,0.0,0.9259259259259259,495,0.9939316271163143,0.0,4.053620686232121e-83,1.0,0.20047273705600002,0.20047273705600002,0.00404040404040404,0.42424242424242425,0.00404040404040404,0.42424242424242425,514,0.9946413462115136,0.0,3.22038009647825e-86,1.0,0.21882670925674264,0.21882670925674264,0.007782101167315175,0.48638132295719844,0.007782101167315175,0.48638132295719844
clause_rela_1gram_psalm,1110,0.9942797055823157,0.0,1.8786852064146077e-183,1.0,14.91871405144666,0.0004997501249375312,0.20773904381326352,0.20773904381326352,0.007207207207207207,0.44954954954954957,0.7981981981981981,0.007207207207207207,0.44954954954954957,0.7981981981981981,48,0.9944092995441338,9.506287919278215e-33,7.978677075755528e-10,1.0,0.19323141198141194,0.19323141198141194,0.0,0.3541666666666667,0.0,0.3541666666666667,26,0.9965038602931369,9.264575044521541e-19,4.093720148226269e-06,1.0,0.27769886433854046,0.27769886433854046,0.07692307692307693,0.5384615384615384,0.07692307692307693,0.5384615384615384,27,0.9969973814444977,1.9148654842941153e-19,2.740475255438314e-06,1.0,0.27266313932980596,0.27266313932980596,0.0,0.8148148148148148,0.0,0.8148148148148148,495,0.9938258135820778,0.0,4.05345303542561e-83,1.0,0.19548957207283507,0.19548957207283507,0.00404040404040404,0.4121212121212121,0.00404040404040404,0.4121212121212121,514,0.9944112573826075,0.0,3.219886070830254e-86,1.0,0.21394127907948365,0.21394127907948365,0.007782101167315175,0.4708171206225681,0.007782101167315175,0.4708171206225681
phrase_function_1_2gram_psalm,1110,0.9942264700300915,0.0,1.8790541985051479e-183,1.0,39.17914453526688,0.0004997501249375312,0.21372502979924954,0.21372502979924954,0.008108108108108109,0.4648648648648649,0.7981981981981981,0.008108108108108109,0.4648648648648649,0.7981981981981981,48,0.9939304600616171,1.0903796932627065e-32,7.978677075755528e-10,1.0,0.19323141198141194,0.19323141198141194,0.0,0.3541666666666667,0.0,0.3541666666666667,26,0.9959656335202566,1.0079588321505168e-18,4.093720148226269e-06,1.0,0.3007757874154635,0.3007757874154635,0.11538461538461539,0.5384615384615384,0.11538461538461539,0.5384615384615384,27,0.9976931478451032,1.7096457795399175e-19,2.740475255438314e-06,1.0,0.31216931216931215,0.31216931216931215,0.0,0.9259259259259259,0.0,0.9259259259259259,495,0.9940639280749126,0.0,4.053620686232121e-83,1.0,0.20047273705600002,0.20047273705600002,0.00404040404040404,0.42424242424242425,0.00404040404040404,0.42424242424242425,514,0.9941335377821049,0.0,3.22038009647825e-86,1.0,0.21882670925674264,0.21882670925674264,0.007782101167315175,0.48638132295719844,0.007782101167315175,0.48638132295719844
phrase_typ_1gram_psalm,1110,0.9942168418021999,0.0,1.8790541985051479e-183,1.0,24.797817250890212,0.0004997501249375312,0.21372502979924954,0.21372502979924954,0.008108108108108109,0.4648648648648649,0.7981981981981981,0.008108108108108109,0.4648648648648649,0.7981981981981981,48,0.9937242088092375,1.1566535579370717e-32,7.978677075755528e-10,1.0,0.19323141198141194,0.19323141198141194,0.0,0.3541666666666667,0.0,0.3541666666666667,26,0.9964184909908709,9.38935285488033e-19,4.093720148226269e-06,1.0,0.3007757874154635,0.3007757874154635,0.11538461538461539,0.5384615384615384,0.11538461538461539,0.5384615384615384,27,0.997618932762372,1.7304568981001991e-19,2.740475255438314e-06,1.0,0.31216931216931215,0.31216931216931215,0.0,0.9259259259259259,0.0,0.9259259259259259,495,0.993773742194651,0.0,4.053620686232121e-83,1.0,0.20047273705600002,0.20047273705600002,0.00404040404040404,0.42424242424242425,0.00404040404040404,0.42424242424242425,514,0.9943986956646568,0.0,3.22038009647825e-86,1.0,0.21882670925674264,0.21882670925674264,0.007782101167315175,0.48638132295719844,0.007782101167315175,0.48638132295719844
clause_signature_1_2gram_psalm,1110,0.9942140863842909,0.0,1.8790541985051479e-183,1.0,83.22981141529726,0.0004997501249375312,0.21372502979924954,0.21372502979924954,0.008108108108108109,0.4648648648648649,0.7981981981981981,0.008108108108108109,0.4648648648648649,0.7981981981981981,48,0.9937645197750726,1.1434062762623211e-32,7.978677075755528e-10,1.0,0.19323141198141194,0.19323141198141194,0.0,0.3541666666666667,0.0,0.3541666666666667,26,0.9960856841015682,9.891868084706486e-19,4.093720148226269e-06,1.0,0.3007757874154635,0.3007757874154635,0.11538461538461539,0.5384615384615384,0.11538461538461539,0.5384615384615384,27,0.9976640802710335,1.7177675824991737e-19,2.740475255438314e-06,1.0,0.31216931216931215,0.31216931216931215,0.0,0.9259259259259259,0.0,0.9259259259259259,495,0.9936482990777059,0.0,4.053620686232121e-83,1.0,0.20047273705600002,0.20047273705600002,0.00404040404040404,0.42424242424242425,0.00404040404040404,0.42424242424242425,514,0.994521833265821,0.0,3.22038009647825e-86,1.0,0.21882670925674264,0.21882670925674264,0.007782101167315175,0.48638132295719844,0.007782101167315175,0.48638132295719844
clause_tab_inventory_psalm,1110,0.9941995562203687,0.0,1.8790541985051479e-183,1.0,22.858155157065482,0.0004997501249375312,0.21372502979924954,0.21372502979924954,0.008108108108108109,0.4648648648648649,0.7981981981981981,0.008108108108108109,0.4648648648648649,0.7981981981981981,48,0.9934860610159303,1.238185368014549e-32,7.978677075755528e-10,1.0,0.19323141198141194,0.19323141198141194,0.0,0.3541666666666667,0.0,0.3541666666666667,26,0.9960610070376319,9.930104511591894e-19,4.093720148226269e-06,1.0,0.3007757874154635,0.3007757874154635,0.11538461538461539,0.5384615384615384,0.11538461538461539,0.5384615384615384,27,0.9975502838108455,1.7499344256619732e-19,2.740475255438314e-06,1.0,0.31216931216931215,0.31216931216931215,0.0,0.9259259259259259,0.0,0.9259259259259259,495,0.9936356561396865,0.0,4.053620686232121e-83,1.0,0.20047273705600002,0.20047273705600002,0.00404040404040404,0.42424242424242425,0.00404040404040404,0.42424242424242425,514,0.9945340229616941,0.0,3.22038009647825e-86,1.0,0.21882670925674264,0.21882670925674264,0.007782101167315175,0.48638132295719844,0.007782101167315175,0.48638132295719844
